Problem,Ref,SentenceBuilder,Architecture,PPL_avg,PPL_min,PPL_max,PPL_median,number_solutions,time_per_solution,time_per_run,number_solutions_under_base,failed_attempts,self_bleu,bleu,seed_no_improvement,Base_PPL,search_time,search_time_per_solution
CollieSent2_MLM_Config,CP+LLM,Perplexity Masking,CPBP,6658.336295749829,1137.124267578125,24568.987630208332,4960.231201171875,146,20.327956811594202,994.469,9,0,0.7647200004881602,0.06616935431848764,0,1646.2083740234375,870.469,17.832884347826084
