Problem,Ref,SentenceBuilder,Architecture,PPL_avg,PPL_min,PPL_max,PPL_median,number_solutions,time_per_solution,time_per_run,number_solutions_under_base,failed_attempts,self_bleu,bleu,seed_no_improvement,Base_PPL,search_time,search_time_per_solution
MNREAD_MLM_Config,Invalid GeAI-BLAnC NLP generation,Perplexity Masking,CPBP,277.1627911675309,74.72340202331543,803.0772181919643,214.54455239432198,271,255.98880045004375,9882.141428571427,8,0,0.8528141368043134,0.08122771300315154,3,75.3840092250279,8848.712857142857,229.43773700561314
